\\Hourly Demand Report,,,
\\Created at 2020-05-13 07:30:09,,,
\\For 2020,,,
Date,Hour,Market Demand,Ontario Demand
2020-01-01,1,16565,13219
2020-01-01,2,16193,12895
2020-01-01,3,16072,12554
2020-01-01,4,15930,12360
2020-01-01,5,15963,12353
2020-01-01,6,16057,12458
2020-01-01,7,16249,12729
2020-01-01,8,16498,13180
2020-01-01,9,16686,13406
2020-01-01,10,16973,13765
2020-01-01,11,17340,14078
2020-01-01,12,17537,14373
2020-01-01,13,17756,14495
2020-01-01,14,17764,14513
2020-01-01,15,17857,14690
2020-01-01,16,17162,14753
2020-01-01,17,17654,15490
2020-01-01,18,18537,16324
2020-01-01,19,18574,16208
2020-01-01,20,18332,15911
2020-01-01,21,18314,15535
2020-01-01,22,18638,15222
2020-01-01,23,17964,14426
2020-01-01,24,17201,13698
2020-01-02,1,16449,12996
2020-01-02,2,16373,12662
2020-01-02,3,16031,12435
2020-01-02,4,15872,12365
2020-01-02,5,16082,12481
2020-01-02,6,16587,12940
2020-01-02,7,17671,13999
2020-01-02,8,19065,15238
2020-01-02,9,19484,15655
2020-01-02,10,19585,15819
2020-01-02,11,19086,15839
2020-01-02,12,19024,15846
2020-01-02,13,18568,15685
2020-01-02,14,19147,15926
2020-01-02,15,19114,15932
2020-01-02,16,19113,16048
2020-01-02,17,19141,16846
2020-01-02,18,19784,17621
2020-01-02,19,19768,17331
2020-01-02,20,19623,17099
2020-01-02,21,19173,16784
2020-01-02,22,18611,16005
2020-01-02,23,18223,15145
2020-01-02,24,17277,14154
2020-01-03,1,16372,13369
2020-01-03,2,16181,12976
2020-01-03,3,15810,12588
2020-01-03,4,15853,12570
2020-01-03,5,16420,12759
2020-01-03,6,16798,13419
2020-01-03,7,16773,14323
2020-01-03,8,17414,15321
2020-01-03,9,17897,15941
2020-01-03,10,17624,16053
2020-01-03,11,18203,16339
2020-01-03,12,18034,16358
2020-01-03,13,18700,16684
2020-01-03,14,18644,16744
2020-01-03,15,18323,16516
2020-01-03,16,18446,16491
2020-01-03,17,18943,16991
2020-01-03,18,19776,17675
2020-01-03,19,19422,17228
2020-01-03,20,19160,16918
2020-01-03,21,18590,16669
2020-01-03,22,18078,16091
2020-01-03,23,17147,15254
2020-01-03,24,16388,14304
2020-01-04,1,16073,13670
2020-01-04,2,15942,13237
2020-01-04,3,15583,12942
2020-01-04,4,15651,12814
2020-01-04,5,15610,12814
2020-01-04,6,15984,13030
2020-01-04,7,16248,13623
2020-01-04,8,16696,14289
2020-01-04,9,17290,14854
2020-01-04,10,17811,15432
2020-01-04,11,18313,15880
2020-01-04,12,19004,16125
2020-01-04,13,19023,16131
2020-01-04,14,18780,16123
2020-01-04,15,18824,16082
2020-01-04,16,19010,16139
2020-01-04,17,19659,16640
2020-01-04,18,20309,17273
2020-01-04,19,20004,16885
2020-01-04,20,19638,16579
2020-01-04,21,19243,16251
2020-01-04,22,18718,15788
2020-01-04,23,17774,15023
2020-01-04,24,17073,14213
2020-01-05,1,17067,13678
2020-01-05,2,17138,13156
2020-01-05,3,16853,12831
2020-01-05,4,17164,12827
2020-01-05,5,17015,12822
2020-01-05,6,17168,12994
2020-01-05,7,16897,13468
2020-01-05,8,16862,13991
2020-01-05,9,17097,14406
2020-01-05,10,17559,14727
2020-01-05,11,17630,14913
2020-01-05,12,17804,14979
2020-01-05,13,18123,15208
2020-01-05,14,18507,15412
2020-01-05,15,18812,15750
2020-01-05,16,18988,15992
2020-01-05,17,19492,16846
2020-01-05,18,20677,17885
2020-01-05,19,20700,17617
2020-01-05,20,20547,17288
2020-01-05,21,20094,16853
2020-01-05,22,19499,16207
2020-01-05,23,18616,15354
2020-01-05,24,18268,14477
2020-01-06,1,18079,13928
2020-01-06,2,17963,13629
2020-01-06,3,17719,13484
2020-01-06,4,17792,13454
2020-01-06,5,17828,13602
2020-01-06,6,17906,14206
2020-01-06,7,18635,15539
2020-01-06,8,20196,16992
2020-01-06,9,20243,17125
2020-01-06,10,20168,17055
2020-01-06,11,20222,16949
2020-01-06,12,19842,16846
2020-01-06,13,19684,16738
2020-01-06,14,19692,16548
2020-01-06,15,19497,16419
2020-01-06,16,19767,16723
2020-01-06,17,20833,17668
2020-01-06,18,22021,18680
2020-01-06,19,21367,18368
2020-01-06,20,21199,18196
2020-01-06,21,20134,17817
2020-01-06,22,19766,17122
2020-01-06,23,18724,16078
2020-01-06,24,17914,14881
2020-01-07,1,17202,14347
2020-01-07,2,17177,14010
2020-01-07,3,16608,13781
2020-01-07,4,16643,13867
2020-01-07,5,16639,14074
2020-01-07,6,17245,14606
2020-01-07,7,18854,15931
2020-01-07,8,19690,17335
2020-01-07,9,19963,17547
2020-01-07,10,19789,17363
2020-01-07,11,19599,17155
2020-01-07,12,19720,16869
2020-01-07,13,19163,16508
2020-01-07,14,18633,16333
2020-01-07,15,18913,16439
2020-01-07,16,19431,16715
2020-01-07,17,20354,17399
2020-01-07,18,21012,18266
2020-01-07,19,21349,18118
2020-01-07,20,21208,18010
2020-01-07,21,20820,17686
2020-01-07,22,20278,16970
2020-01-07,23,19134,16024
2020-01-07,24,18605,14916
2020-01-08,1,18269,14222
2020-01-08,2,17423,13877
2020-01-08,3,17717,13682
2020-01-08,4,17839,13733
2020-01-08,5,17999,13914
2020-01-08,6,18314,14500
2020-01-08,7,18748,15743
2020-01-08,8,20466,17297
2020-01-08,9,20417,17549
2020-01-08,10,20510,17465
2020-01-08,11,20526,17360
2020-01-08,12,20088,17291
2020-01-08,13,20320,17134
2020-01-08,14,20167,17035
2020-01-08,15,19713,17162
2020-01-08,16,20433,17606
2020-01-08,17,21196,18465
2020-01-08,18,21888,19597
2020-01-08,19,22118,19786
2020-01-08,20,21947,19688
2020-01-08,21,21568,19503
2020-01-08,22,20430,18598
2020-01-08,23,19083,17607
2020-01-08,24,18029,16503
2020-01-09,1,17652,15786
2020-01-09,2,17664,15456
2020-01-09,3,17554,15165
2020-01-09,4,17702,15115
2020-01-09,5,18189,15348
2020-01-09,6,18630,15751
2020-01-09,7,19843,16969
2020-01-09,8,20690,18288
2020-01-09,9,21101,18448
2020-01-09,10,20720,17980
2020-01-09,11,20470,17776
2020-01-09,12,20310,17618
2020-01-09,13,20543,17638
2020-01-09,14,21212,17858
2020-01-09,15,21472,17896
2020-01-09,16,21440,18289
2020-01-09,17,21888,18887
2020-01-09,18,22831,19758
2020-01-09,19,22517,19587
2020-01-09,20,22134,19294
2020-01-09,21,21508,18842
2020-01-09,22,20462,17985
2020-01-09,23,19405,16785
2020-01-09,24,18505,15603
2020-01-10,1,18263,14871
2020-01-10,2,17742,14289
2020-01-10,3,17436,13879
2020-01-10,4,17265,13714
2020-01-10,5,17321,13789
2020-01-10,6,17927,14350
2020-01-10,7,18853,15546
2020-01-10,8,19929,16947
2020-01-10,9,20307,17492
2020-01-10,10,20289,17355
2020-01-10,11,20293,17425
2020-01-10,12,20364,17529
2020-01-10,13,20014,17451
2020-01-10,14,20034,17486
2020-01-10,15,19574,17396
2020-01-10,16,19590,17520
2020-01-10,17,20033,17951
2020-01-10,18,20700,18297
2020-01-10,19,19826,17691
2020-01-10,20,18966,17317
2020-01-10,21,18487,16996
2020-01-10,22,18516,16443
2020-01-10,23,17887,15623
2020-01-10,24,16451,14421
2020-01-11,1,16267,13665
2020-01-11,2,16377,13151
2020-01-11,3,16734,12932
2020-01-11,4,16960,12680
2020-01-11,5,16833,12642
2020-01-11,6,16970,12836
2020-01-11,7,17466,13526
2020-01-11,8,17758,14171
2020-01-11,9,18331,14770
2020-01-11,10,19084,15641
2020-01-11,11,19317,16397
2020-01-11,12,19471,16638
2020-01-11,13,19359,16955
2020-01-11,14,19244,17318
2020-01-11,15,19011,17352
2020-01-11,16,19004,17160
2020-01-11,17,19530,17613
2020-01-11,18,20170,18052
2020-01-11,19,19916,17561
2020-01-11,20,19493,17039
2020-01-11,21,18956,16771
2020-01-11,22,18412,16237
2020-01-11,23,17674,15427
2020-01-11,24,17350,14601
2020-01-12,1,16953,14042
2020-01-12,2,17236,13671
2020-01-12,3,17584,13474
2020-01-12,4,17305,13440
2020-01-12,5,17389,13387
2020-01-12,6,17797,13709
2020-01-12,7,18187,14288
2020-01-12,8,18670,14948
2020-01-12,9,18632,15583
2020-01-12,10,18673,16179
2020-01-12,11,19202,16759
2020-01-12,12,18943,16970
2020-01-12,13,18673,17134
2020-01-12,14,18722,16996
2020-01-12,15,18655,17032
2020-01-12,16,18432,17278
2020-01-12,17,19285,17983
2020-01-12,18,20026,19012
2020-01-12,19,19831,18687
2020-01-12,20,19527,18112
2020-01-12,21,19522,17642
2020-01-12,22,18911,17063
2020-01-12,23,18003,16240
2020-01-12,24,17160,15448
2020-01-13,1,16563,14740
2020-01-13,2,16095,14359
2020-01-13,3,16426,14339
2020-01-13,4,16297,14488
2020-01-13,5,16098,14462
2020-01-13,6,16857,15178
2020-01-13,7,18167,16554
2020-01-13,8,19491,17968
2020-01-13,9,20096,18421
2020-01-13,10,20283,18480
2020-01-13,11,20448,18391
2020-01-13,12,20374,18249
2020-01-13,13,19886,18132
2020-01-13,14,20152,18049
2020-01-13,15,20153,18005
2020-01-13,16,20467,18108
2020-01-13,17,21038,18642
2020-01-13,18,21085,19271
2020-01-13,19,20389,19041
2020-01-13,20,20475,18771
2020-01-13,21,20001,18349
2020-01-13,22,19449,17631
2020-01-13,23,18164,16486
2020-01-13,24,16820,15353
2020-01-14,1,15707,14611
2020-01-14,2,15135,14013
2020-01-14,3,15119,13792
2020-01-14,4,15521,13749
2020-01-14,5,15448,14068
2020-01-14,6,17035,14668
2020-01-14,7,18875,15920
2020-01-14,8,20429,17457
2020-01-14,9,20454,17751
2020-01-14,10,20295,17680
2020-01-14,11,20276,18022
2020-01-14,12,20420,18070
2020-01-14,13,19958,17884
2020-01-14,14,19820,17809
2020-01-14,15,19779,17716
2020-01-14,16,19896,17905
2020-01-14,17,20459,18392
2020-01-14,18,21233,19128
2020-01-14,19,21095,18766
2020-01-14,20,21215,18361
2020-01-14,21,20696,17992
2020-01-14,22,20321,17376
2020-01-14,23,19152,16401
2020-01-14,24,17847,15098
2020-01-15,1,16502,14319
2020-01-15,2,16512,14114
2020-01-15,3,16366,13952
2020-01-15,4,16271,13742
2020-01-15,5,16206,13900
2020-01-15,6,16815,14569
2020-01-15,7,18024,15852
2020-01-15,8,19633,17223
2020-01-15,9,19557,17405
2020-01-15,10,19674,17378
2020-01-15,11,19724,17460
2020-01-15,12,19847,17284
2020-01-15,13,19739,17361
2020-01-15,14,19393,17128
2020-01-15,15,19240,17157
2020-01-15,16,19696,17428
2020-01-15,17,20014,17933
2020-01-15,18,20948,18573
2020-01-15,19,21092,18667
2020-01-15,20,20512,18315
2020-01-15,21,20201,17972
2020-01-15,22,19264,17284
2020-01-15,23,18139,16197
2020-01-15,24,17104,15070
2020-01-16,1,16062,14258
2020-01-16,2,16371,13938
2020-01-16,3,16620,13913
2020-01-16,4,17288,13919
2020-01-16,5,17560,14069
2020-01-16,6,17463,14603
2020-01-16,7,18530,15811
2020-01-16,8,19906,17207
2020-01-16,9,20287,17574
2020-01-16,10,20204,17430
2020-01-16,11,19991,17317
2020-01-16,12,19999,17288
2020-01-16,13,19865,17150
2020-01-16,14,19838,17148
2020-01-16,15,19843,17100
2020-01-16,16,20105,17340
2020-01-16,17,20758,18021
2020-01-16,18,21636,18926
2020-01-16,19,21883,19155
2020-01-16,20,21660,18982
2020-01-16,21,21369,18730
2020-01-16,22,20689,18135
2020-01-16,23,19429,17174
2020-01-16,24,18603,16097
2020-01-17,1,18234,15653
2020-01-17,2,18015,15442
2020-01-17,3,17911,15353
2020-01-17,4,17743,15340
2020-01-17,5,17867,15597
2020-01-17,6,18361,16202
2020-01-17,7,19197,17401
2020-01-17,8,20593,18891
2020-01-17,9,20897,19202
2020-01-17,10,20531,18835
2020-01-17,11,20419,18544
2020-01-17,12,20244,18312
2020-01-17,13,20538,18110
2020-01-17,14,20280,17936
2020-01-17,15,20145,17859
2020-01-17,16,20382,18142
2020-01-17,17,21214,18877
2020-01-17,18,22076,19928
2020-01-17,19,21785,19739
2020-01-17,20,21689,19617
2020-01-17,21,21376,19277
2020-01-17,22,20217,18508
2020-01-17,23,19158,17646
2020-01-17,24,17800,16227
2020-01-18,1,17840,15466
2020-01-18,2,17597,14990
2020-01-18,3,17695,14615
2020-01-18,4,17636,14543
2020-01-18,5,17833,14504
2020-01-18,6,18380,14832
2020-01-18,7,18928,15442
2020-01-18,8,19027,16040
2020-01-18,9,19740,16995
2020-01-18,10,20261,17692
2020-01-18,11,20998,18189
2020-01-18,12,20680,18524
2020-01-18,13,20974,18721
2020-01-18,14,21200,18640
2020-01-18,15,21327,18462
2020-01-18,16,21449,18449
2020-01-18,17,21871,18798
2020-01-18,18,22490,19417
2020-01-18,19,22271,19030
2020-01-18,20,21477,18305
2020-01-18,21,20677,17667
2020-01-18,22,19753,16926
2020-01-18,23,18989,16157
2020-01-18,24,18010,15280
2020-01-19,1,17645,14570
2020-01-19,2,17510,14154
2020-01-19,3,17728,14034
2020-01-19,4,17603,13813
2020-01-19,5,17169,13669
2020-01-19,6,17210,14012
2020-01-19,7,17814,14457
2020-01-19,8,17670,15025
2020-01-19,9,18546,15781
2020-01-19,10,19421,16458
2020-01-19,11,19560,16809
2020-01-19,12,19682,16880
2020-01-19,13,19595,17063
2020-01-19,14,19689,17003
2020-01-19,15,19784,16974
2020-01-19,16,19998,17145
2020-01-19,17,20537,17771
2020-01-19,18,21857,18939
2020-01-19,19,21855,19032
2020-01-19,20,21546,18742
2020-01-19,21,21242,18487
2020-01-19,22,20652,17852
2020-01-19,23,19072,16806
2020-01-19,24,18122,15911
2020-01-20,1,17610,15390
2020-01-20,2,17564,15211
2020-01-20,3,17241,14957
2020-01-20,4,17125,15020
2020-01-20,5,17079,15346
2020-01-20,6,18150,16068
2020-01-20,7,19424,17245
2020-01-20,8,20628,18571
2020-01-20,9,20940,18897
2020-01-20,10,21136,18798
2020-01-20,11,21118,18562
2020-01-20,12,20643,18230
2020-01-20,13,20093,17876
2020-01-20,14,20077,17571
2020-01-20,15,19891,17457
2020-01-20,16,20009,17708
2020-01-20,17,21002,18472
2020-01-20,18,22261,19522
2020-01-20,19,22568,19756
2020-01-20,20,22433,19560
2020-01-20,21,21978,19233
2020-01-20,22,21005,18500
2020-01-20,23,19549,17419
2020-01-20,24,18638,16452
2020-01-21,1,18128,15764
2020-01-21,2,17812,15360
2020-01-21,3,17553,15140
2020-01-21,4,17452,15053
2020-01-21,5,17501,15250
2020-01-21,6,17932,15744
2020-01-21,7,19982,17087
2020-01-21,8,21470,18481
2020-01-21,9,21449,18793
2020-01-21,10,21452,18750
2020-01-21,11,21399,18684
2020-01-21,12,21330,18435
2020-01-21,13,20816,18297
2020-01-21,14,20777,18253
2020-01-21,15,20629,18155
2020-01-21,16,20593,18202
2020-01-21,17,19787,18003
2020-01-21,18,20538,18600
2020-01-21,19,20512,18721
2020-01-21,20,20228,18485
2020-01-21,21,19542,18278
2020-01-21,22,19800,17954
2020-01-21,23,18782,16841
2020-01-21,24,17749,15864
2020-01-22,1,17318,15152
2020-01-22,2,17435,14807
2020-01-22,3,17096,14595
2020-01-22,4,16791,14546
2020-01-22,5,16941,14642
2020-01-22,6,17783,15234
2020-01-22,7,19083,16552
2020-01-22,8,20621,17946
2020-01-22,9,20527,18091
2020-01-22,10,20487,17938
2020-01-22,11,20787,17848
2020-01-22,12,20380,17549
2020-01-22,13,19999,17149
2020-01-22,14,19718,17026
2020-01-22,15,19727,17195
2020-01-22,16,20079,17559
2020-01-22,17,20532,18236
2020-01-22,18,21426,19013
2020-01-22,19,21606,19126
2020-01-22,20,21154,18932
2020-01-22,21,20763,18649
2020-01-22,22,20203,18042
2020-01-22,23,19111,16925
2020-01-22,24,17857,15684
2020-01-23,1,16886,14807
2020-01-23,2,16608,14377
2020-01-23,3,16370,14111
2020-01-23,4,16438,14079
2020-01-23,5,16757,14479
2020-01-23,6,17153,14918
2020-01-23,7,18465,16102
2020-01-23,8,19835,17458
2020-01-23,9,20034,17729
2020-01-23,10,19889,17593
2020-01-23,11,20190,17667
2020-01-23,12,20140,17576
2020-01-23,13,20039,17314
2020-01-23,14,19856,17271
2020-01-23,15,19812,17317
2020-01-23,16,19869,17453
2020-01-23,17,20297,17946
2020-01-23,18,20628,18537
2020-01-23,19,20667,18559
2020-01-23,20,20910,18382
2020-01-23,21,20492,18038
2020-01-23,22,19682,17462
2020-01-23,23,18954,16359
2020-01-23,24,17579,15204
2020-01-24,1,17084,14418
2020-01-24,2,16639,14039
2020-01-24,3,16515,13841
2020-01-24,4,16848,13800
2020-01-24,5,16767,13817
2020-01-24,6,16926,14305
2020-01-24,7,18094,15469
2020-01-24,8,19426,16851
2020-01-24,9,19660,17138
2020-01-24,10,19681,17171
2020-01-24,11,19336,16958
2020-01-24,12,19133,16825
2020-01-24,13,19161,16611
2020-01-24,14,18654,16380
2020-01-24,15,19017,16417
2020-01-24,16,19255,16602
2020-01-24,17,19860,17128
2020-01-24,18,20603,17720
2020-01-24,19,20473,17768
2020-01-24,20,20365,17639
2020-01-24,21,20096,17408
2020-01-24,22,19605,16876
2020-01-24,23,18689,15881
2020-01-24,24,17826,14747
2020-01-25,1,17610,14282
2020-01-25,2,16958,13691
2020-01-25,3,16856,13305
2020-01-25,4,16570,13151
2020-01-25,5,16844,13372
2020-01-25,6,16842,13732
2020-01-25,7,16486,14111
2020-01-25,8,17106,14877
2020-01-25,9,17257,15642
2020-01-25,10,18077,16237
2020-01-25,11,18552,16738
2020-01-25,12,18978,16961
2020-01-25,13,19069,17037
2020-01-25,14,18957,16948
2020-01-25,15,18857,16846
2020-01-25,16,19081,16844
2020-01-25,17,19641,17178
2020-01-25,18,20050,17629
2020-01-25,19,19786,17417
2020-01-25,20,18947,16868
2020-01-25,21,18336,16414
2020-01-25,22,18019,15823
2020-01-25,23,17313,15118
2020-01-25,24,16595,14379
2020-01-26,1,16836,13852
2020-01-26,2,16777,13376
2020-01-26,3,16622,13013
2020-01-26,4,16523,12964
2020-01-26,5,16549,12913
2020-01-26,6,16651,13096
2020-01-26,7,17000,13482
2020-01-26,8,17107,14048
2020-01-26,9,17622,14612
2020-01-26,10,17941,15261
2020-01-26,11,18174,15664
2020-01-26,12,18322,15867
2020-01-26,13,18365,16037
2020-01-26,14,18430,16007
2020-01-26,15,18477,16116
2020-01-26,16,19064,16313
2020-01-26,17,19557,16871
2020-01-26,18,20179,17646
2020-01-26,19,20358,17669
2020-01-26,20,19691,17260
2020-01-26,21,19406,16886
2020-01-26,22,18828,16303
2020-01-26,23,18085,15576
2020-01-26,24,17428,14754
2020-01-27,1,17162,14172
2020-01-27,2,16921,13761
2020-01-27,3,16999,13654
2020-01-27,4,17033,13591
